source_file,canonical_id,participant_determination,commission_report_reference,structural_radius,exact_previous_representation,exact_new_representation,migration_basis,implementation_status,validation_status,reviewer,review_date,unresolved_issue
Reality_Mechanics/3_Third/Fields/Our Story/Inheritance.md,third.inheritance,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Our Story Field]]""
  - ""[[Carrying]]""
  - ""[[Recurrence]]""
  - ""[[Recognition Read|Recognition]]""
  - ""[[Medium]]""
  - ""[[Compatibility]]""
  - ""[[Kind]]""
  - ""[[Our Story]]""
conditions:
  places: ""the condition through which prior carrying is passed forward through recurrence and recognition — what a field, community, or practice continues to carry from prior relation.""
  holds: ""[[Our Story Field]], [[Carrying]], [[Recurrence]], [[Recognition Read|Recognition]], [[Medium]], [[Compatibility]], [[Kind]], and [[Our Story]]. Prior carrying must be present, recurrence must sustain it, and recognition must make it available before forward-passed carrying can be named as inheritance.""
  pairs: ""[[Carrying Better]]. Inheritance names the forward-passing of prior carrying; Carrying Better names the condition where retrace makes that inheritance correctable.""
  traces:
    - ""[[Our Story Field]]""
    - ""[[Carrying]]""
    - ""[[Recurrence]]""
    - ""[[Recognition Read|Recognition]]""
    - ""[[Medium]]""
    - ""[[Compatibility]]""
    - ""[[Kind]]""
    - ""[[Our Story]]""
  nests: ""within the Our Story Field as the condition through which prior carrying is sustained and passed forward through recognition and recurrence.""
  reads: ""Inheritance becomes readable where what is received remains identifiable enough to be carried, revised, refused, repaired, or retold.""
  carries:","conditions:
  places: ""the condition through which prior carrying is passed forward through recurrence and recognition — what a field, community, or practice continues to carry from prior relation.""
  needs:
    targets:
      - third.our-story-field
      - second.carrying
      - second.recurrence
      - second.recognition-read
      - second.medium
      - second.compatibility
      - second.kind
      - third.our-story
  holds:
    targets:
      - third.our-story-field
      - second.carrying
      - second.recurrence
      - second.recognition-read
      - second.medium
      - second.compatibility
      - second.kind
      - third.our-story
    read: ""[[Our Story Field]], [[Carrying]], [[Recurrence]], [[Recognition Read|Recognition]], [[Medium]], [[Compatibility]], [[Kind]], and [[Our Story]]. Prior carrying must be present, recurrence must sustain it, and recognition must make it available before forward-passed carrying can be named as inheritance.""
  pairs:
    targets:
      - third.carrying-better
    read: ""[[Carrying Better]]. Inheritance names the forward-passing of prior carrying; Carrying Better names the condition where retrace makes that inheritance correctable.""
  traces:
    targets:
      - third.our-story-field
      - second.carrying
      - second.recurrence
      - second.recognition-read
      - second.medium
      - second.compatibility
      - second.kind
      - third.our-story
  nests:
    targets: []
    read: ""within the Our Story Field as the condition through which prior carrying is sustained and passed forward through recognition and recurrence.""
  reads:
    targets: []
    read: ""Inheritance becomes readable where what is received remains identifiable enough to be carried, revised, refused, repaired, or retold.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Our Story/Our Story Field.md,third.our-story-field,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Field of Participation]]""
  - ""[[Organic Field]]""
  - ""[[Our Story]]""
conditions:
  places: ""the recurring field of participation through which prior carrying is held, passed forward, and improved — the structural field for inheritance, memory, retrace, and carried continuation.""
  holds: ""[[Field of Participation]], [[Organic Field]], and [[Our Story]]. Field of Participation must structure a recurring scope and shared participation must remain narratively retraceable before the field can be named.""
  pairs: ""[[Relational Participation Field]]. Our Story Field names the field of carried prior relation — what has been passed forward through history, memory, and inheritance; Relational Participation Field names the field of enacted present relation — how bearing, care, harm, and repair proceed between participants. History is enacted in the present; present participation accumulates into history.""
  traces:
    - ""[[Field of Participation]]""
    - ""[[Organic Field]]""
    - ""[[Our Story]]""
  nests: ""as a public field container for shared relational history.""
  reads: ""where inheritance, memory, narrative, history, or intergenerational carrying organises participation as shared continuity.""
  carries:
    - ""[[Inheritance]]""
    - ""[[Carrying Better]]""
    - ""[[Borne and Carried]]""","conditions:
  places: ""the recurring field of participation through which prior carrying is held, passed forward, and improved — the structural field for inheritance, memory, retrace, and carried continuation.""
  needs:
    targets:
      - third.field-of-participation
      - third.organic-field
      - third.our-story
  holds:
    targets:
      - third.field-of-participation
      - third.organic-field
      - third.our-story
    read: ""[[Field of Participation]], [[Organic Field]], and [[Our Story]]. Field of Participation must structure a recurring scope and shared participation must remain narratively retraceable before the field can be named.""
  pairs:
    targets:
      - third.relational-participation-field
    read: ""[[Relational Participation Field]]. Our Story Field names the field of carried prior relation — what has been passed forward through history, memory, and inheritance; Relational Participation Field names the field of enacted present relation — how bearing, care, harm, and repair proceed between participants. History is enacted in the present; present participation accumulates into history.""
  traces:
    targets:
      - third.field-of-participation
      - third.organic-field
      - third.our-story
  nests:
    targets: []
    read: ""as a public field container for shared relational history.""
  reads:
    targets: []
    read: ""where inheritance, memory, narrative, history, or intergenerational carrying organises participation as shared continuity.""
  carries:
    targets:
      - third.inheritance
      - third.carrying-better
      - third.borne-and-carried","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Our Story/Our Story.md,third.our-story,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Participation]]""
  - ""[[Field of Participation]]""
conditions:
  places: ""the third-order field where participation carries prior relation forward through memory, inheritance, account, and retrace — the structural field for shared relational history.""
  holds: ""[[Participation]] and [[Field of Participation]]. Participation must structure a field and prior carrying must be available to retrace before shared relational history can be named.""
  pairs: ""[[Natural World]]. Our Story names the field of shared relational history carried through participation; Natural World names the physical field within which that history is grounded. Each requires the other: history is always carried within a world; the world becomes readable through the history of participation within it.""
  traces:
    - ""[[Participation]]""
    - ""[[Field of Participation]]""
  nests: ""within the Our Story Field branch as the field-level container for inherited and carried relational reads.""
  reads: ""where participation carries prior relation forward through memory, inheritance, account, and retrace.""
  carries:
    - ""[[Inheritance]]""
    - ""[[Borne and Carried]]""","conditions:
  places: ""the third-order field where participation carries prior relation forward through memory, inheritance, account, and retrace — the structural field for shared relational history.""
  needs:
    targets:
      - second.participation
      - third.field-of-participation
  holds:
    targets:
      - second.participation
      - third.field-of-participation
    read: ""[[Participation]] and [[Field of Participation]]. Participation must structure a field and prior carrying must be available to retrace before shared relational history can be named.""
  pairs:
    targets:
      - third.natural-world
    read: ""[[Natural World]]. Our Story names the field of shared relational history carried through participation; Natural World names the physical field within which that history is grounded. Each requires the other: history is always carried within a world; the world becomes readable through the history of participation within it.""
  traces:
    targets:
      - second.participation
      - third.field-of-participation
  nests:
    targets: []
    read: ""within the Our Story Field branch as the field-level container for inherited and carried relational reads.""
  reads:
    targets: []
    read: ""where participation carries prior relation forward through memory, inheritance, account, and retrace.""
  carries:
    targets:
      - third.inheritance
      - third.borne-and-carried","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Place Field/Belong.md,third.belong,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Place Field]]""
  - ""[[Being]]""
  - ""[[Participation]]""
  - ""[[Compatibility]]""
  - ""[[World]]""
  - ""[[Placed Participation]]""
conditions:
  places: ""Belonging places the condition through which a participant is carried within a field where participation fits — the compatibility between what a participant carries and what the field can sustain.""
  holds: ""Belonging is held by [[Place Field]], [[Being]], [[Participation]], [[Compatibility]], [[World]], and [[Placed Participation]]. Participation must be present and compatibility must hold between the participant and the field before the carried fit can be named as belonging.""
  pairs: ""No lateral pair is required at this placement yet; this term currently reads as a branch or terminal read.""
  traces:
    - ""[[Place Field]]""
    - ""[[Being]]""
    - ""[[Participation]]""
    - ""[[Compatibility]]""
    - ""[[World]]""
    - ""[[Placed Participation]]""
  nests: ""Belonging nests within the Place Field as the compatibility condition through which a participant is carried within a fitting field.""
  reads: ""Belong becomes readable where carried presence fits the field it participates in without bypassing boundary, compatibility, or dependency order.""
  carries: []","conditions:
  places: ""Belonging places the condition through which a participant is carried within a field where participation fits — the compatibility between what a participant carries and what the field can sustain.""
  needs:
    targets:
      - third.place-field
      - second.being
      - second.participation
      - second.compatibility
      - second.world
      - third.placed-participation
  holds:
    targets:
      - third.place-field
      - second.being
      - second.participation
      - second.compatibility
      - second.world
      - third.placed-participation
    read: ""Belonging is held by [[Place Field]], [[Being]], [[Participation]], [[Compatibility]], [[World]], and [[Placed Participation]]. Participation must be present and compatibility must hold between the participant and the field before the carried fit can be named as belonging.""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement yet; this term currently reads as a branch or terminal read.""
  traces:
    targets:
      - third.place-field
      - second.being
      - second.participation
      - second.compatibility
      - second.world
      - third.placed-participation
  nests:
    targets: []
    read: ""Belonging nests within the Place Field as the compatibility condition through which a participant is carried within a fitting field.""
  reads:
    targets: []
    read: ""Belong becomes readable where carried presence fits the field it participates in without bypassing boundary, compatibility, or dependency order.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Place Field/Place Field.md,third.place-field,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Field of Participation]]""
  - ""[[Organic Field]]""
  - ""[[Placed Participation]]""
conditions:
  places: ""the recurring field of participation through which location, fit, boundary, and belonging become readable as spatial, relational, and community position.""
  holds: ""[[Field of Participation]], [[Organic Field]], and [[Placed Participation]]. Field of Participation must structure a recurring scope and located participation must be evaluable before the field of placed participation can be named.""
  pairs: ""[[Society Field]]. Place Field names the field of located participation — where carrying is positioned and bounded by spatial and community fit; Society Field names the field of relational participation patterns among participants. Located participation is always organised by social patterns; social patterns are always carried somewhere.""
  traces:
    - ""[[Field of Participation]]""
    - ""[[Organic Field]]""
    - ""[[Placed Participation]]""
  nests: ""as a public field container for placed and belonging reads.""
  reads: ""where location, belonging, situated presence, boundary, or access organises participation as place.""
  carries:
    - ""[[Belong]]""","conditions:
  places: ""the recurring field of participation through which location, fit, boundary, and belonging become readable as spatial, relational, and community position.""
  needs:
    targets:
      - third.field-of-participation
      - third.organic-field
      - third.placed-participation
  holds:
    targets:
      - third.field-of-participation
      - third.organic-field
      - third.placed-participation
    read: ""[[Field of Participation]], [[Organic Field]], and [[Placed Participation]]. Field of Participation must structure a recurring scope and located participation must be evaluable before the field of placed participation can be named.""
  pairs:
    targets:
      - third.society-field
    read: ""[[Society Field]]. Place Field names the field of located participation — where carrying is positioned and bounded by spatial and community fit; Society Field names the field of relational participation patterns among participants. Located participation is always organised by social patterns; social patterns are always carried somewhere.""
  traces:
    targets:
      - third.field-of-participation
      - third.organic-field
      - third.placed-participation
  nests:
    targets: []
    read: ""as a public field container for placed and belonging reads.""
  reads:
    targets: []
    read: ""where location, belonging, situated presence, boundary, or access organises participation as place.""
  carries:
    targets:
      - third.belong","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Place Field/Placed Participation.md,third.placed-participation,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Participation]]""
  - ""[[Field of Participation]]""
  - ""[[Space]]""
conditions:
  places: ""the third-order field read where participation is carried by location, fit, boundary, and belonging — the structural read for spatial, relational, and community position.""
  holds: ""[[Participation]], [[Field of Participation]], and [[Space]]. Participation must structure a field and spatial relation must be available before placed participation can be named.""
  pairs: ""No lateral pair is required at this placement yet; this term currently reads as a branch or terminal read.""
  traces:
    - ""[[Participation]]""
    - ""[[Field of Participation]]""
    - ""[[Space]]""
  nests: ""within the Place Field branch as the field-level container for location and belonging reads.""
  reads: ""where participation is carried by location, fit, boundary, world, or belonging without replacing Place as a root operation.""
  carries:
    - ""[[Belong]]""","conditions:
  places: ""the third-order field read where participation is carried by location, fit, boundary, and belonging — the structural read for spatial, relational, and community position.""
  needs:
    targets:
      - second.participation
      - third.field-of-participation
      - first.space
  holds:
    targets:
      - second.participation
      - third.field-of-participation
      - first.space
    read: ""[[Participation]], [[Field of Participation]], and [[Space]]. Participation must structure a field and spatial relation must be available before placed participation can be named.""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement yet; this term currently reads as a branch or terminal read.""
  traces:
    targets:
      - second.participation
      - third.field-of-participation
      - first.space
  nests:
    targets: []
    read: ""within the Place Field branch as the field-level container for location and belonging reads.""
  reads:
    targets: []
    read: ""where participation is carried by location, fit, boundary, world, or belonging without replacing Place as a root operation.""
  carries:
    targets:
      - third.belong","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Relational Participation/Applied Reads/Parenting as Maintained Coupling.md,third.relational-participation.applied.parenting-as-maintained-coupling,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Relational Participation Field]]""
  - ""[[Asymmetry]]""
  - ""[[Nested Coupling]]""
  - ""[[Maintained Coupling]]""
  - ""[[Care]]""
  - ""[[Harm]]""
  - ""[[Neglect]]""
  - ""[[Control]]""
  - ""[[Safety Boundary]]""
  - ""[[Trust]]""
  - ""[[Betrayal]]""
conditions:
  places: ""the applied domain through which maintained coupling holds a child's developmental asymmetry within compatible bounds — where the parent's recurrent, responsive bearing preserves available carrying while the child's own capacity to hold their asymmetry progressively grows toward autonomy.""
  holds: ""[[Relational Participation Field]], [[Asymmetry]], [[Nested Coupling]], [[Maintained Coupling]], [[Care]], [[Harm]], [[Neglect]], [[Control]], [[Safety Boundary]], [[Trust]], and [[Betrayal]]. A developmental asymmetry must be present, nested coupling must hold the parent within the child's scope, and care must be recurrent and responsive before the maintained holding of developmental asymmetry can be named as parenting.""
  pairs: ""No lateral pair is required at this placement. Parenting as Maintained Coupling is the Relational Participation Field translation of Parenting rather than one side of a separate pair.""
  traces:
    - ""[[Relational Participation Field]]""
    - ""[[Asymmetry]]""
    - ""[[Nested Coupling]]""
    - ""[[Maintained Coupling]]""
    - ""[[Care]]""
    - ""[[Harm]]""
    - ""[[Neglect]]""
    - ""[[Control]]""
    - ""[[Safety Boundary]]""
    - ""[[Trust]]""
    - ""[[Betrayal]]""
  nests: ""within Relational Participation Field as an applied domain read — the practice through which the full vocabulary of relational participation (Care, Harm, Neglect, Control, Trust, Betrayal, Safety Boundary, Repair) becomes visible in the domain most readers can locate themselves in, either as parent or as child.""
  reads: ""Parenting becomes readable where a child's developmental asymmetry must be held within compatible bounds through maintained coupling — where the parent's bearing preserves available carrying while progressively making that bearing less necessary.""
  carries: []","conditions:
  places: ""the applied domain through which maintained coupling holds a child's developmental asymmetry within compatible bounds — where the parent's recurrent, responsive bearing preserves available carrying while the child's own capacity to hold their asymmetry progressively grows toward autonomy.""
  needs:
    targets:
      - third.relational-participation-field
      - first.asymmetry
      - third.nested-coupling
      - third.maintained-coupling
      - third.care
      - third.harm
      - third.neglect
      - third.control
      - third.safety-boundary
      - third.trust
      - third.betrayal
  holds:
    targets:
      - third.relational-participation-field
      - first.asymmetry
      - third.nested-coupling
      - third.maintained-coupling
      - third.care
      - third.harm
      - third.neglect
      - third.control
      - third.safety-boundary
      - third.trust
      - third.betrayal
    read: ""[[Relational Participation Field]], [[Asymmetry]], [[Nested Coupling]], [[Maintained Coupling]], [[Care]], [[Harm]], [[Neglect]], [[Control]], [[Safety Boundary]], [[Trust]], and [[Betrayal]]. A developmental asymmetry must be present, nested coupling must hold the parent within the child's scope, and care must be recurrent and responsive before the maintained holding of developmental asymmetry can be named as parenting.""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement. Parenting as Maintained Coupling is the Relational Participation Field translation of Parenting rather than one side of a separate pair.""
  traces:
    targets:
      - third.relational-participation-field
      - first.asymmetry
      - third.nested-coupling
      - third.maintained-coupling
      - third.care
      - third.harm
      - third.neglect
      - third.control
      - third.safety-boundary
      - third.trust
      - third.betrayal
  nests:
    targets: []
    read: ""within Relational Participation Field as an applied domain read — the practice through which the full vocabulary of relational participation (Care, Harm, Neglect, Control, Trust, Betrayal, Safety Boundary, Repair) becomes visible in the domain most readers can locate themselves in, either as parent or as child.""
  reads:
    targets: []
    read: ""Parenting becomes readable where a child's developmental asymmetry must be held within compatible bounds through maintained coupling — where the parent's bearing preserves available carrying while progressively making that bearing less necessary.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Relational Participation/Bearing Relations/Accommodation.md,third.accommodation,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Bounded Asymmetry]]""
  - ""[[Bearing]]""
  - ""[[Resolution]]""
conditions:
  places: ""compatible bearing of variability through resolution — the condition through which difference remains borne without requiring its elimination.""
  holds: ""[[Bounded Asymmetry]], [[Bearing]], and [[Resolution]]. Variability must be localised and held before it can be compatibly borne through resolution.""
  pairs: ""[[Constrained Resolution]]. Accommodation names how bounded variability is borne through resolution; Constrained Resolution names the general condition of resolution within constraint that Accommodation embodies.""
  traces:
    - ""[[Bounded Asymmetry]]""
    - ""[[Bearing]]""
    - ""[[Resolution]]""
    - ""[[Constrained Resolution]]""
  nests: ""within Relational Participation as a bearing-relations read on how variability remains compatibly borne through resolution.""
  reads: ""Accommodation becomes readable where variability remains compatibly borne through resolution.""
  carries: []","conditions:
  places: ""compatible bearing of variability through resolution — the condition through which difference remains borne without requiring its elimination.""
  needs:
    targets:
      - first.bounded-asymmetry
      - first.bearing
      - first.resolution
  holds:
    targets:
      - first.bounded-asymmetry
      - first.bearing
      - first.resolution
    read: ""[[Bounded Asymmetry]], [[Bearing]], and [[Resolution]]. Variability must be localised and held before it can be compatibly borne through resolution.""
  pairs:
    targets:
      - third.constrained-resolution
    read: ""[[Constrained Resolution]]. Accommodation names how bounded variability is borne through resolution; Constrained Resolution names the general condition of resolution within constraint that Accommodation embodies.""
  traces:
    targets:
      - first.bounded-asymmetry
      - first.bearing
      - first.resolution
      - third.constrained-resolution
  nests:
    targets: []
    read: ""within Relational Participation as a bearing-relations read on how variability remains compatibly borne through resolution.""
  reads:
    targets: []
    read: ""Accommodation becomes readable where variability remains compatibly borne through resolution.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Relational Participation/Bearing Relations/Applied Reads/Apology Without Repair.md,third.apology-without-repair,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Applied Read]]""
  - ""[[Misrepair]]""
  - ""[[Harm]]""
  - ""[[Care Without Bearing]]""
  - ""[[Closure Scope]]""
conditions:
  places: ""the applied read of a closure-scope condition where acknowledgement of harm occurs without compatible re-bearing.""
  holds: ""[[Applied Read]], [[Misrepair]], [[Harm]], [[Care Without Bearing]], and [[Closure Scope]].""
  pairs: ""No lateral pair is required at this placement yet; this term currently reads as a branch or terminal read.""
  traces:
    - ""[[Applied Read]]""
    - ""[[Misrepair]]""
    - ""[[Harm]]""
    - ""[[Care Without Bearing]]""
    - ""[[Closure Scope]]""
  nests: ""within Relational Participation as an applied read of Misrepair, where the gesture of repair fails to restore compatible bearing.""
  reads: ""Apology Without Repair becomes readable where apology permits proceeding while the harmed bearing condition remains unavailable.""
  carries: []","conditions:
  places: ""the applied read of a closure-scope condition where acknowledgement of harm occurs without compatible re-bearing.""
  needs:
    targets:
      - third.applied-read
      - third.misrepair
      - third.harm
      - third.care-without-bearing
      - second.closure-scope
  holds:
    targets:
      - third.applied-read
      - third.misrepair
      - third.harm
      - third.care-without-bearing
      - second.closure-scope
    read: ""[[Applied Read]], [[Misrepair]], [[Harm]], [[Care Without Bearing]], and [[Closure Scope]].""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement yet; this term currently reads as a branch or terminal read.""
  traces:
    targets:
      - third.applied-read
      - third.misrepair
      - third.harm
      - third.care-without-bearing
      - second.closure-scope
  nests:
    targets: []
    read: ""within Relational Participation as an applied read of Misrepair, where the gesture of repair fails to restore compatible bearing.""
  reads:
    targets: []
    read: ""Apology Without Repair becomes readable where apology permits proceeding while the harmed bearing condition remains unavailable.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Relational Participation/Bearing Relations/Applied Reads/Care Without Bearing.md,third.care-without-bearing,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Applied Read]]""
  - ""[[Care]]""
  - ""[[Neglect]]""
  - ""[[Closure Scope]]""
  - ""[[Thin Carrying]]""
conditions:
  places: ""the applied read of care whose preservation of availability cannot sustain bearing at the relevant closure scope.""
  holds: ""[[Applied Read]], [[Care]], [[Neglect]], [[Closure Scope]], and [[Thin Carrying]].""
  pairs: ""No lateral pair is required at this placement yet. Care Without Bearing names the disorder where care-like action proceeds without the bearing required for actual care; no contrasting applied read at the same structural level is currently named in the vault.""
  traces:
    - ""[[Applied Read]]""
    - ""[[Care]]""
    - ""[[Neglect]]""
    - ""[[Closure Scope]]""
    - ""[[Thin Carrying]]""
  nests: ""within Relational Participation as an applied read of Care, where the intention to preserve availability outstrips the bearing available to sustain it.""
  reads: ""Care Without Bearing becomes readable where a relation names care while failing to carry what the other condition requires.""
  carries: []","conditions:
  places: ""the applied read of care whose preservation of availability cannot sustain bearing at the relevant closure scope.""
  needs:
    targets:
      - third.applied-read
      - third.care
      - third.neglect
      - second.closure-scope
      - third.thin-carrying
  holds:
    targets:
      - third.applied-read
      - third.care
      - third.neglect
      - second.closure-scope
      - third.thin-carrying
    read: ""[[Applied Read]], [[Care]], [[Neglect]], [[Closure Scope]], and [[Thin Carrying]].""
  pairs:
    targets: []
    read: ""No lateral pair is required at this placement yet. Care Without Bearing names the disorder where care-like action proceeds without the bearing required for actual care; no contrasting applied read at the same structural level is currently named in the vault.""
  traces:
    targets:
      - third.applied-read
      - third.care
      - third.neglect
      - second.closure-scope
      - third.thin-carrying
  nests:
    targets: []
    read: ""within Relational Participation as an applied read of Care, where the intention to preserve availability outstrips the bearing available to sustain it.""
  reads:
    targets: []
    read: ""Care Without Bearing becomes readable where a relation names care while failing to carry what the other condition requires.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Relational Participation/Bearing Relations/Applied Reads/Control After Harm.md,third.control-after-harm,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Applied Read]]""
  - ""[[Harm]]""
  - ""[[Control]]""
  - ""[[Repair]]""
  - ""[[Closure Scope]]""
conditions:
  places: ""the applied read where control is exercised following harm — direction of availability in the context of incompatible carrying that preceded it.""
  holds: ""[[Applied Read]], [[Harm]], [[Control]], [[Repair]], and [[Closure Scope]].""
  pairs: ""[[Control Drift]]. Control After Harm names the disorder where control is applied after harm without first restoring bearing; Control Drift names the disorder where control loses retrace to what it was constraining. Each is a distinct form of control losing its structural ground.""
  traces:
    - ""[[Applied Read]]""
    - ""[[Harm]]""
    - ""[[Control]]""
    - ""[[Repair]]""
    - ""[[Closure Scope]]""
  nests: ""within Relational Participation as an applied read of Control following harm, where direction of availability must be read against the incompatible carrying that preceded it.""
  reads: ""Control After Harm becomes readable where direction enters after harm and must preserve compatible re-bearing rather than force proceeding.""
  carries: []","conditions:
  places: ""the applied read where control is exercised following harm — direction of availability in the context of incompatible carrying that preceded it.""
  needs:
    targets:
      - third.applied-read
      - third.harm
      - third.control
      - third.repair
      - second.closure-scope
  holds:
    targets:
      - third.applied-read
      - third.harm
      - third.control
      - third.repair
      - second.closure-scope
    read: ""[[Applied Read]], [[Harm]], [[Control]], [[Repair]], and [[Closure Scope]].""
  pairs:
    targets:
      - third.control-drift
    read: ""[[Control Drift]]. Control After Harm names the disorder where control is applied after harm without first restoring bearing; Control Drift names the disorder where control loses retrace to what it was constraining. Each is a distinct form of control losing its structural ground.""
  traces:
    targets:
      - third.applied-read
      - third.harm
      - third.control
      - third.repair
      - second.closure-scope
  nests:
    targets: []
    read: ""within Relational Participation as an applied read of Control following harm, where direction of availability must be read against the incompatible carrying that preceded it.""
  reads:
    targets: []
    read: ""Control After Harm becomes readable where direction enters after harm and must preserve compatible re-bearing rather than force proceeding.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/3_Third/Fields/Relational Participation/Bearing Relations/Applied Reads/Control Drift.md,third.control-drift,pd.v3.phase-4-minimal-architecture,docs/reports/PD-006-stage-1b-canonical-source-migration.md,repository,"needs:
  - ""[[Applied Read]]""
  - ""[[Control]]""
  - ""[[Dependency Disorder]]""
  - ""[[Closure Scope]]""
conditions:
  places: ""the applied read where control departs from compatible directed availability, becoming incompatible carrying beyond the closure scope of its relational grounding.""
  holds: ""[[Applied Read]], [[Control]], [[Dependency Disorder]], and [[Closure Scope]].""
  pairs: ""[[Control After Harm]]. Control Drift names the disorder where control loses retrace to what it was constraining; Control After Harm names the disorder where control is applied after harm without first restoring bearing. Each is a distinct form of control losing its structural ground.""
  traces:
    - ""[[Applied Read]]""
    - ""[[Control]]""
    - ""[[Dependency Disorder]]""
    - ""[[Closure Scope]]""
  nests: ""within Relational Participation as an applied read of Control, where direction of availability loses its compatible grounding.""
  reads: ""Control Drift becomes readable where direction continues after the bearing condition required for compatible proceeding has been displaced, forced, or made unable to correct the direction.""
  carries: []","conditions:
  places: ""the applied read where control departs from compatible directed availability, becoming incompatible carrying beyond the closure scope of its relational grounding.""
  needs:
    targets:
      - third.applied-read
      - third.control
      - second.dependency-disorder
      - second.closure-scope
  holds:
    targets:
      - third.applied-read
      - third.control
      - second.dependency-disorder
      - second.closure-scope
    read: ""[[Applied Read]], [[Control]], [[Dependency Disorder]], and [[Closure Scope]].""
  pairs:
    targets:
      - third.control-after-harm
    read: ""[[Control After Harm]]. Control Drift names the disorder where control loses retrace to what it was constraining; Control After Harm names the disorder where control is applied after harm without first restoring bearing. Each is a distinct form of control losing its structural ground.""
  traces:
    targets:
      - third.applied-read
      - third.control
      - second.dependency-disorder
      - second.closure-scope
  nests:
    targets: []
    read: ""within Relational Participation as an applied read of Control, where direction of availability loses its compatible grounding.""
  reads:
    targets: []
    read: ""Control Drift becomes readable where direction continues after the bearing condition required for compatible proceeding has been displaced, forced, or made unable to correct the direction.""
  carries:
    targets: []
    read: ""No demonstrated downstream carry is currently determined.""","Approved Phase 4 Determination 3; reviewed 3,430-row exact-match ledger",applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
